NÚMERO;DESCRIPCIÓN;SEDE;CIUDAD; PRECIO VENTA 
LAB-3;FROTIS DE UÑA;;PUERTO ASIS;18.350
LAB-3;FROTIS DE UÑA;;PUERTO BERRIO;26.300
LAB-3;FROTIS DE UÑA;;PUERTO CARREÑO;39.550
LAB-3;FROTIS DE UÑA;;PUERTO GAITAN;13.200
LAB-3;FROTIS DE UÑA;;PUERTO TEJADA;23.700
LAB-3;FROTIS DE UÑA;;QUIBDO;28.550
LAB-3;FROTIS DE UÑA;;RIOHACHA;29.200
LAB-3;FROTIS DE UÑA;;SAN ANDRES- ISLA;28.800
LAB-3;FROTIS DE UÑA;;SAN GIL;16.650
LAB-3;FROTIS DE UÑA;;SAN JOSE DEL GUAVIARE;24.950
LAB-3;FROTIS DE UÑA;;SANTA MARTA;14.100
LAB-3;FROTIS DE UÑA;;SANTAFE DE ANTIOQUIA;29.500
LAB-3;FROTIS DE UÑA;;SEGOVIA;30.450
LAB-3;FROTIS DE UÑA;;SINCELEJO;23.550
LAB-3;FROTIS DE UÑA;;SOACHA;22.400
LAB-3;FROTIS DE UÑA;;SOGAMOSO;24.000
LAB-3;FROTIS DE UÑA;;SOLEDAD;9.800
LAB-3;FROTIS DE UÑA;;TOCANCIPA;20.300
LAB-3;FROTIS DE UÑA;;TULUA;17.950
LAB-3;FROTIS DE UÑA;;TUMACO;33.400
LAB-3;FROTIS DE UÑA;;TUNJA;17.900
LAB-3;FROTIS DE UÑA;;TURBO;20.700
LAB-3;FROTIS DE UÑA;;VALLEDUPAR;17.500
LAB-3;FROTIS DE UÑA;;VILLAVICENCIO;17.300
LAB-3;FROTIS DE UÑA;;YOPAL;19.100
LAB-30;PRUEBA MULTIDROGAS DIEZ SUSTANCIAS;;ARMENIA;94.700
LAB-30;PRUEBA MULTIDROGAS DIEZ SUSTANCIAS;;BARRANQUILLA II;122.900
LAB-30;PRUEBA MULTIDROGAS DIEZ SUSTANCIAS;;BUCARAMANGA 3;87.300
LAB-30;PRUEBA MULTIDROGAS DIEZ SUSTANCIAS;;CUCUTA;150.400
LAB-30;PRUEBA MULTIDROGAS DIEZ SUSTANCIAS;;FLORENCIA;74.100
LAB-30;PRUEBA MULTIDROGAS DIEZ SUSTANCIAS;;IBAGUE;201.100
LAB-30;PRUEBA MULTIDROGAS DIEZ SUSTANCIAS;;MADRID II;94.700
LAB-30;PRUEBA MULTIDROGAS DIEZ SUSTANCIAS;;PEREIRA;107.300
LAB-30;PRUEBA MULTIDROGAS DIEZ SUSTANCIAS;;PITALITO;96.000
LAB-30;PRUEBA MULTIDROGAS DIEZ SUSTANCIAS;;SOACHA;123.900
LAB-30;PRUEBA MULTIDROGAS DIEZ SUSTANCIAS;;VILLAVICENCIO;136.650
LAB-31;HORMONA ESTIMULANTE DE LA TIROIDES (TSH);;APARTADO;72.650
LAB-31;HORMONA ESTIMULANTE DE LA TIROIDES (TSH);;ARAUCA;57.200
LAB-31;HORMONA ESTIMULANTE DE LA TIROIDES (TSH);;ARMENIA;86.850
LAB-31;HORMONA ESTIMULANTE DE LA TIROIDES (TSH);;BARRANQUILLA II;63.000
LAB-31;HORMONA ESTIMULANTE DE LA TIROIDES (TSH);;BUENAVENTURA;76.350
LAB-31;HORMONA ESTIMULANTE DE LA TIROIDES (TSH);;CARTAGENA;43.800
LAB-31;HORMONA ESTIMULANTE DE LA TIROIDES (TSH);;CARTAGO;43.800
LAB-31;HORMONA ESTIMULANTE DE LA TIROIDES (TSH);;FLORENCIA;41.400
LAB-31;HORMONA ESTIMULANTE DE LA TIROIDES (TSH);;IBAGUE;71.250
LAB-31;HORMONA ESTIMULANTE DE LA TIROIDES (TSH);;MONTERIA;72.100
LAB-31;HORMONA ESTIMULANTE DE LA TIROIDES (TSH);;NEIVA;78.000
LAB-31;HORMONA ESTIMULANTE DE LA TIROIDES (TSH);;PEREIRA;69.250
LAB-31;HORMONA ESTIMULANTE DE LA TIROIDES (TSH);;POPAYAN;87.300
LAB-31;HORMONA ESTIMULANTE DE LA TIROIDES (TSH);;RIOHACHA;35.700
LAB-31;HORMONA ESTIMULANTE DE LA TIROIDES (TSH);;SAN ANDRES- ISLA;46.000
LAB-31;HORMONA ESTIMULANTE DE LA TIROIDES (TSH);;SOGAMOSO;82.300
LAB-31;HORMONA ESTIMULANTE DE LA TIROIDES (TSH);;TUMACO;88.000
LAB-31;HORMONA ESTIMULANTE DE LA TIROIDES (TSH);;VALLEDUPAR;40.200
LAB-31;HORMONA ESTIMULANTE DE LA TIROIDES (TSH);;VILLAVICENCIO;55.450
LAB-31;HORMONA ESTIMULANTE DE LA TIROIDES (TSH);;YOPAL;66.200
LAB-33;HEMATOCRITO;;ARMENIA;14.800
LAB-33;HEMATOCRITO;;BARRANCABERMEJA;12.400
LAB-33;HEMATOCRITO;;BUCARAMANGA 3;24.000
LAB-33;HEMATOCRITO;;BUENAVENTURA;17.200
LAB-33;HEMATOCRITO;;CHIA;12.400
LAB-33;HEMATOCRITO;;DUITAMA;18.900
LAB-33;HEMATOCRITO;;IBAGUE;14.100
LAB-33;HEMATOCRITO;;MADRID II;18.700
LAB-33;HEMATOCRITO;;MOSQUERA;22.000
LAB-33;HEMATOCRITO;;PEREIRA;13.500
LAB-33;HEMATOCRITO;;TOCANCIPA;24.000
LAB-33;HEMATOCRITO;;VILLAVICENCIO;22.700
LAB-34;TITULACION ANTICUERPOS DE HEPATITIS B;;APARTADO;68.100
LAB-34;TITULACION ANTICUERPOS DE HEPATITIS B;;ARMENIA;85.650
LAB-34;TITULACION ANTICUERPOS DE HEPATITIS B;;BARRANQUILLA II;107.700
LAB-34;TITULACION ANTICUERPOS DE HEPATITIS B;;BUCARAMANGA 3;50.700
LAB-34;TITULACION ANTICUERPOS DE HEPATITIS B;;BUENAVENTURA;131.300
LAB-34;TITULACION ANTICUERPOS DE HEPATITIS B;;BUGA;69.500
LAB-34;TITULACION ANTICUERPOS DE HEPATITIS B;;CARTAGENA;146.000
LAB-34;TITULACION ANTICUERPOS DE HEPATITIS B;;CARTAGO;50.700
LAB-34;TITULACION ANTICUERPOS DE HEPATITIS B;;CHIA;69.550
LAB-34;TITULACION ANTICUERPOS DE HEPATITIS B;;DUITAMA;61.200
LAB-34;TITULACION ANTICUERPOS DE HEPATITIS B;;IBAGUE;68.900
LAB-34;TITULACION ANTICUERPOS DE HEPATITIS B;;MONTERIA;89.700
LAB-34;TITULACION ANTICUERPOS DE HEPATITIS B;;NEIVA;110.000
LAB-34;TITULACION ANTICUERPOS DE HEPATITIS B;;OCAÑA;71.050
LAB-34;TITULACION ANTICUERPOS DE HEPATITIS B;;PASTO;51.850
LAB-34;TITULACION ANTICUERPOS DE HEPATITIS B;;PEREIRA;125.850
LAB-34;TITULACION ANTICUERPOS DE HEPATITIS B;;POPAYAN;86.000
LAB-34;TITULACION ANTICUERPOS DE HEPATITIS B;;SOGAMOSO;100.800
LAB-34;TITULACION ANTICUERPOS DE HEPATITIS B;;TULUA;69.200
LAB-34;TITULACION ANTICUERPOS DE HEPATITIS B;;VALLEDUPAR;73.050
LAB-34;TITULACION ANTICUERPOS DE HEPATITIS B;;VILLAVICENCIO;53.100
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;ACACIAS;43.300
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;AGUACHICA;55.600
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;APARTADO;65.200
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;ARAUCA;74.550
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;ARMENIA;58.450
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;BARBOSA SANTANDER;53.350
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;BARRANCABERMEJA;37.000
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;BARRANQUILLA II;39.450
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;BUCARAMANGA 3;40.200
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;BUENAVENTURA;88.100
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;BUGA;52.200
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;CAJICA;53.500
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;CARTAGENA;38.600
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;CARTAGO;45.800
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;CAUCASIA;76.550
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;CHIA;52.700
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;CUCUTA;40.900
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;DUITAMA;34.800
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;ESPINAL;48.800
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;FLORENCIA;46.700
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;FUNZA II;39.650
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;GIRARDOT;46.000
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;IBAGUE;43.500
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;IPIALES I;50.800
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;LETICIA;69.050
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;LORICA;49.550
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;MADRID II;39.650
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;MANIZALES 3;40.200
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;MITU;268.850
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;MONTELIBANO;76.550
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;MONTERIA;65.000
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;MOSQUERA;50.800
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;NEIVA;47.000
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;OCAÑA;64.600
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;PASTO;40.200
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;PEREIRA;40.500
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;PITALITO;51.450
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;PLANETA RICA;78.350
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;POPAYAN;49.400
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;PUERTO ASIS;76.650
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;PUERTO BERRIO;86.300
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;PUERTO CARREÑO;114.000
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;PUERTO GAITAN;33.750
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;PUERTO TEJADA;69.500
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;QUIBDO;129.300
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;RIOHACHA;51.650
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;SAN GIL;49.800
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;SAN JOSE DEL GUAVIARE;69.200
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;SANTA MARTA;39.750
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;SANTAFE DE ANTIOQUIA;54.500
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;SEGOVIA;98.400
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;SINCELEJO;53.650
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;SOACHA;43.900
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;SOGAMOSO;64.000
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;SOLEDAD;24.000
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;TOCANCIPA;53.350
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;TULUA;45.700
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;TUMACO;62.800
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;TUNJA;53.100
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;TURBO;44.450
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;VALLEDUPAR;59.700
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;VILLAVICENCIO;56.900
LAB-36;PERFIL LIPIDICO (SUMATORIA DE LOS 4 COLESTEROLES);;YOPAL;59.300
LAB-38;BILIRRUBINA INDIRECTA;;MOSQUERA;19.500
LAB-4;COPROLOGICO;;ACACIAS;20.100
LAB-4;COPROLOGICO;;AGUACHICA;24.000
LAB-4;COPROLOGICO;;APARTADO;20.900
LAB-4;COPROLOGICO;;ARAUCA;22.600
LAB-4;COPROLOGICO;;ARMENIA;18.000
LAB-4;COPROLOGICO;;BARBOSA SANTANDER;18.600
LAB-4;COPROLOGICO;;BARRANCABERMEJA;12.800
LAB-4;COPROLOGICO;;BARRANQUILLA II;14.496
LAB-4;COPROLOGICO;;BUCARAMANGA 3;12.200
LAB-4;COPROLOGICO;;BUENAVENTURA;33.600
LAB-4;COPROLOGICO;;BUGA;16.000
LAB-4;COPROLOGICO;;CAJICA;16.700
LAB-4;COPROLOGICO;;CARTAGENA;14.500
LAB-4;COPROLOGICO;;CARTAGO;21.200
LAB-4;COPROLOGICO;;CAUCASIA;20.500
LAB-4;COPROLOGICO;;CHIA;16.200
LAB-4;COPROLOGICO;;CUCUTA;14.900
LAB-4;COPROLOGICO;;DUITAMA;16.600
LAB-4;COPROLOGICO;;ESPINAL;24.000
LAB-4;COPROLOGICO;;FLORENCIA;16.150
LAB-4;COPROLOGICO;;FUNZA II;17.000
LAB-4;COPROLOGICO;;GIRARDOT;17.100
LAB-4;COPROLOGICO;;IBAGUE;14.250
LAB-4;COPROLOGICO;;IPIALES I;14.700
LAB-4;COPROLOGICO;;LETICIA;20.000
LAB-4;COPROLOGICO;;LORICA;25.350
LAB-4;COPROLOGICO;;MADRID II;17.000
LAB-4;COPROLOGICO;;MANIZALES 3;14.720
LAB-4;COPROLOGICO;;MONTELIBANO;20.500
LAB-4;COPROLOGICO;;MONTERIA;24.600
LAB-4;COPROLOGICO;;MOSQUERA;19.500
LAB-4;COPROLOGICO;;NEIVA;16.650
LAB-4;COPROLOGICO;;OCAÑA;22.400
LAB-4;COPROLOGICO;;PASTO;14.250
LAB-4;COPROLOGICO;;PEREIRA;15.900
LAB-4;COPROLOGICO;;PITALITO;20.000
LAB-4;COPROLOGICO;;POPAYAN;17.500
LAB-4;COPROLOGICO;;PUERTO ASIS;26.100
LAB-4;COPROLOGICO;;PUERTO BERRIO;26.300
LAB-4;COPROLOGICO;;PUERTO CARREÑO;33.300
LAB-4;COPROLOGICO;;PUERTO GAITAN;13.200
LAB-4;COPROLOGICO;;PUERTO TEJADA;25.600
LAB-4;COPROLOGICO;;QUIBDO;24.000
LAB-4;COPROLOGICO;;RIOHACHA;29.200
LAB-4;COPROLOGICO;;SAN ANDRES- ISLA;20.800
LAB-4;COPROLOGICO;;SAN GIL;16.650
LAB-4;COPROLOGICO;;SAN JOSE DEL GUAVIARE;20.000
LAB-4;COPROLOGICO;;SANTA MARTA;14.100
LAB-4;COPROLOGICO;;SANTAFE DE ANTIOQUIA;20.800
LAB-4;COPROLOGICO;;SEGOVIA;30.450
LAB-4;COPROLOGICO;;SINCELEJO;25.450
LAB-4;COPROLOGICO;;SOACHA;20.400
LAB-4;COPROLOGICO;;SOGAMOSO;24.000
LAB-4;COPROLOGICO;;SOLEDAD;11.700
LAB-4;COPROLOGICO;;TOCANCIPA;18.000
LAB-4;COPROLOGICO;;TULUA;17.950
LAB-4;COPROLOGICO;;TUMACO;33.400
LAB-4;COPROLOGICO;;TUNJA;17.900
LAB-4;COPROLOGICO;;TURBO;20.700
LAB-4;COPROLOGICO;;VALLEDUPAR;16.700
LAB-4;COPROLOGICO;;VILLAVICENCIO;20.000
LAB-4;COPROLOGICO;;YOPAL;19.100
LAB-41;MICROALBUMINURIA ;;BARRANQUILLA II;82.900
LAB-41;MICROALBUMINURIA ;;CHIA;40.400
LAB-41;MICROALBUMINURIA ;;SOLEDAD;53.000
LAB-41;MICROALBUMINURIA ;;VALLEDUPAR;46.000
LAB-44;COLESTEROL DE ALTA DENSIDAD (HDL);;MOSQUERA;21.200
LAB-45;GAMMA GLUTAMIL TRANSFERASA (GGT);;ARMENIA;21.500
LAB-45;GAMMA GLUTAMIL TRANSFERASA (GGT);;BARRANQUILLA II;46.450
LAB-45;GAMMA GLUTAMIL TRANSFERASA (GGT);;BUCARAMANGA 3;16.000
LAB-45;GAMMA GLUTAMIL TRANSFERASA (GGT);;BUENAVENTURA;52.800
LAB-45;GAMMA GLUTAMIL TRANSFERASA (GGT);;BUGA;26.100
LAB-45;GAMMA GLUTAMIL TRANSFERASA (GGT);;CARTAGENA;43.600
LAB-45;GAMMA GLUTAMIL TRANSFERASA (GGT);;CAUCASIA;67.900
LAB-45;GAMMA GLUTAMIL TRANSFERASA (GGT);;CHIA;40.400
LAB-45;GAMMA GLUTAMIL TRANSFERASA (GGT);;FLORENCIA;28.500
LAB-45;GAMMA GLUTAMIL TRANSFERASA (GGT);;IBAGUE;37.950
LAB-45;GAMMA GLUTAMIL TRANSFERASA (GGT);;MANIZALES 3;26.400
LAB-45;GAMMA GLUTAMIL TRANSFERASA (GGT);;NEIVA;37.200
LAB-45;GAMMA GLUTAMIL TRANSFERASA (GGT);;PEREIRA;52.500
LAB-45;GAMMA GLUTAMIL TRANSFERASA (GGT);;SANTA MARTA;24.850
LAB-45;GAMMA GLUTAMIL TRANSFERASA (GGT);;SOACHA;22.400
LAB-45;GAMMA GLUTAMIL TRANSFERASA (GGT);;VILLAVICENCIO;74.000
LAB-46;MERCURIO EN SANGRE;;CARTAGENA;116.100
LAB-46;MERCURIO EN SANGRE;;CAUCASIA;165.050
LAB-46;MERCURIO EN SANGRE;;CUCUTA;100.600
LAB-46;MERCURIO EN SANGRE;;DUITAMA;177.300
LAB-46;MERCURIO EN SANGRE;;IBAGUE;197.800
LAB-46;MERCURIO EN SANGRE;;MONTELIBANO;165.050
LAB-46;MERCURIO EN SANGRE;;NEIVA;140.800
LAB-46;MERCURIO EN SANGRE;;SINCELEJO;121.100
LAB-47;COLINESTERASA ERITROCITARIA;;ACACIAS;63.500
LAB-47;COLINESTERASA ERITROCITARIA;;APARTADO;104.900
LAB-47;COLINESTERASA ERITROCITARIA;;ARMENIA;98.700
LAB-47;COLINESTERASA ERITROCITARIA;;BARRANCABERMEJA;83.600
LAB-47;COLINESTERASA ERITROCITARIA;;BARRANQUILLA II;54.900
LAB-47;COLINESTERASA ERITROCITARIA;;BUCARAMANGA 3;70.700
LAB-47;COLINESTERASA ERITROCITARIA;;CHIA;19.500
LAB-47;COLINESTERASA ERITROCITARIA;;CUCUTA;20.800
LAB-47;COLINESTERASA ERITROCITARIA;;DUITAMA;62.700
LAB-47;COLINESTERASA ERITROCITARIA;;IBAGUE;78.800
LAB-47;COLINESTERASA ERITROCITARIA;;MOSQUERA;73.100
LAB-47;COLINESTERASA ERITROCITARIA;;PEREIRA;115.500
LAB-47;COLINESTERASA ERITROCITARIA;;PUERTO GAITAN;57.700
LAB-47;COLINESTERASA ERITROCITARIA;;TULUA;74.700
LAB-47;COLINESTERASA ERITROCITARIA;;TUMACO;29.200
LAB-47;COLINESTERASA ERITROCITARIA;;VALLEDUPAR;102.100
LAB-47;COLINESTERASA ERITROCITARIA;;VILLAVICENCIO;80.050
LAB-47;COLINESTERASA ERITROCITARIA;;YOPAL;64.000
LAB-48;HEMOGLOBINA GLICOSILADA;;ARMENIA;90.900
LAB-48;HEMOGLOBINA GLICOSILADA;;CARTAGENA;48.200
LAB-48;HEMOGLOBINA GLICOSILADA;;PEREIRA;43.600
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;ACACIAS;58.000
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;AGUACHICA;93.000
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;APARTADO;68.500
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;ARMENIA;49.200
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;BARRANCABERMEJA;38.600
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;BARRANQUILLA II;41.700
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;BUCARAMANGA 3;38.600
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;BUENAVENTURA;80.900
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;BUGA;50.600
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;CAJICA;60.500
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;CARTAGENA;42.200
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;CARTAGO;77.400
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;CAUCASIA;42.200
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;CHIA;61.200
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;CUCUTA;40.000
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;DUITAMA;47.400
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;ESPINAL;30.500
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;FLORENCIA;68.400
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;FUNZA II;43.900
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;IBAGUE;76.500
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;IPIALES I;58.500
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;MADRID II;43.900
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;MANIZALES 3;38.600
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;MONTELIBANO;42.200
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;MONTERIA;76.050
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;MOSQUERA;44.900
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;NEIVA;102.500
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;OCAÑA;84.100
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;PASTO;38.600
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;PEREIRA;39.000
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;PITALITO;52.300
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;POPAYAN;54.850
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;PUERTO ASIS;65.950
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;PUERTO BERRIO;44.800
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;PUERTO GAITAN;62.350
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;PUERTO TEJADA;53.200
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;QUIBDO;133.300
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;RIOHACHA;92.900
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;SAN ANDRES- ISLA;68.800
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;SAN GIL;49.800
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;SANTA MARTA;38.200
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;SEGOVIA;58.000
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;SINCELEJO;69.350
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;SOACHA;58.300
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;SOGAMOSO;60.000
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;SOLEDAD;53.100
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;TOCANCIPA;64.500
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;TULUA;35.550
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;TUMACO;67.850
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;TUNJA;60.000
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;TURBO;42.000
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;VALLEDUPAR;67.850
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;VILLAVICENCIO;64.250
LAB-5;PRUEBA MULTIDROGAS DOS SUSTANCIAS;;YOPAL;62.900
LAB-53;COPROCULTIVO;;PEREIRA;76.500
LAB-53;COPROCULTIVO;;PUERTO TEJADA;74.900
LAB-54;VELOCIDAD DE SEDIMENTACION GLOBULAR;;VILLAVICENCIO;19.200
LAB-55;FROTIS DE SANGRE PERIFERICA;;ARMENIA;21.300
LAB-55;FROTIS DE SANGRE PERIFERICA;;CARTAGENA;14.300
LAB-55;FROTIS DE SANGRE PERIFERICA;;DUITAMA;25.300
LAB-55;FROTIS DE SANGRE PERIFERICA;;FLORENCIA;30.300
LAB-55;FROTIS DE SANGRE PERIFERICA;;IPIALES I;18.700
LAB-55;FROTIS DE SANGRE PERIFERICA;;MONTERIA;25.550
LAB-55;FROTIS DE SANGRE PERIFERICA;;PEREIRA;18.500
LAB-55;FROTIS DE SANGRE PERIFERICA;;POPAYAN;20.000
LAB-55;FROTIS DE SANGRE PERIFERICA;;YOPAL;24.600
LAB-56;PPD (PRUEBA DE TUBERCULINA);;BUCARAMANGA 3;110.700
LAB-56;PPD (PRUEBA DE TUBERCULINA);;NEIVA;121.600
LAB-59;RECUENTO DE RETICULOCITOS;;BARRANQUILLA II;22.000
