NÚMERO;DESCRIPCIÓN;SEDE;CIUDAD; PRECIO VENTA 
LAB-16;AST(GOT);;FUNZA II;28.000
LAB-16;AST(GOT);;IBAGUE;26.300
LAB-16;AST(GOT);;MADRID II;28.000
LAB-16;AST(GOT);;MANIZALES 3;17.900
LAB-16;AST(GOT);;MONTERIA;24.600
LAB-16;AST(GOT);;MOSQUERA;21.100
LAB-16;AST(GOT);;NEIVA;22.600
LAB-16;AST(GOT);;OCAÑA;34.200
LAB-16;AST(GOT);;PASTO;19.100
LAB-16;AST(GOT);;PEREIRA;19.600
LAB-16;AST(GOT);;POPAYAN;27.600
LAB-16;AST(GOT);;PUERTO ASIS;29.300
LAB-16;AST(GOT);;PUERTO BERRIO;35.900
LAB-16;AST(GOT);;PUERTO GAITAN;16.000
LAB-16;AST(GOT);;PUERTO TEJADA;31.300
LAB-16;AST(GOT);;RIOHACHA;33.100
LAB-16;AST(GOT);;SAN ANDRES- ISLA;24.700
LAB-16;AST(GOT);;SANTA MARTA;18.550
LAB-16;AST(GOT);;SINCELEJO;33.000
LAB-16;AST(GOT);;SOACHA;25.800
LAB-16;AST(GOT);;SOGAMOSO;32.100
LAB-16;AST(GOT);;SOLEDAD;15.700
LAB-16;AST(GOT);;TULUA;19.700
LAB-16;AST(GOT);;TUMACO;46.600
LAB-16;AST(GOT);;VALLEDUPAR;23.850
LAB-16;AST(GOT);;VILLAVICENCIO;22.050
LAB-16;AST(GOT);;YOPAL;28.550
LAB-17;HEMOGLOBINA;;AGUACHICA;33.500
LAB-17;HEMOGLOBINA;;ARMENIA;14.700
LAB-17;HEMOGLOBINA;;BARRANCABERMEJA;12.400
LAB-17;HEMOGLOBINA;;BUCARAMANGA 3;17.300
LAB-17;HEMOGLOBINA;;BUENAVENTURA;54.300
LAB-17;HEMOGLOBINA;;CHIA;12.400
LAB-17;HEMOGLOBINA;;DUITAMA;16.000
LAB-17;HEMOGLOBINA;;IBAGUE;14.100
LAB-17;HEMOGLOBINA;;MOSQUERA;22.000
LAB-17;HEMOGLOBINA;;NEIVA;46.550
LAB-17;HEMOGLOBINA;;PEREIRA;13.500
LAB-17;HEMOGLOBINA;;PLANETA RICA;12.450
LAB-17;HEMOGLOBINA;;POPAYAN;20.200
LAB-17;HEMOGLOBINA;;SOACHA;20.400
LAB-17;HEMOGLOBINA;;SOGAMOSO;63.200
LAB-17;HEMOGLOBINA;;TOCANCIPA;24.000
LAB-17;HEMOGLOBINA;;VILLAVICENCIO;46.750
LAB-19;PLOMO EN SANGRE;;APARTADO;200.200
LAB-19;PLOMO EN SANGRE;;BARRANQUILLA II;122.150
LAB-19;PLOMO EN SANGRE;;DUITAMA;117.300
LAB-19;PLOMO EN SANGRE;;SOGAMOSO;113.300
LAB-2;GLICEMIA;;ACACIAS;19.600
LAB-2;GLICEMIA;;AGUACHICA;21.600
LAB-2;GLICEMIA;;APARTADO;23.600
LAB-2;GLICEMIA;;ARAUCA;22.600
LAB-2;GLICEMIA;;ARMENIA;19.300
LAB-2;GLICEMIA;;BARBOSA SANTANDER;24.200
LAB-2;GLICEMIA;;BARRANCABERMEJA;14.200
LAB-2;GLICEMIA;;BARRANQUILLA II;15.400
LAB-2;GLICEMIA;;BUCARAMANGA 3;15.800
LAB-2;GLICEMIA;;BUENAVENTURA;33.900
LAB-2;GLICEMIA;;BUGA;16.000
LAB-2;GLICEMIA;;CAJICA;18.100
LAB-2;GLICEMIA;;CARTAGENA;15.800
LAB-2;GLICEMIA;;CARTAGO;18.200
LAB-2;GLICEMIA;;CAUCASIA;30.250
LAB-2;GLICEMIA;;CHIA;17.900
LAB-2;GLICEMIA;;CUCUTA;16.400
LAB-2;GLICEMIA;;DUITAMA;16.600
LAB-2;GLICEMIA;;ESPINAL;25.600
LAB-2;GLICEMIA;;FLORENCIA;15.200
LAB-2;GLICEMIA;;FUNZA II;17.000
LAB-2;GLICEMIA;;GIRARDOT;17.100
LAB-2;GLICEMIA;;IBAGUE;14.900
LAB-2;GLICEMIA;;IPIALES I;18.700
LAB-2;GLICEMIA;;LETICIA;32.250
LAB-2;GLICEMIA;;LORICA;24.900
LAB-2;GLICEMIA;;MADRID II;17.000
LAB-2;GLICEMIA;;MANIZALES 3;16.100
LAB-2;GLICEMIA;;MITU;42.500
LAB-2;GLICEMIA;;MONTELIBANO;30.250
LAB-2;GLICEMIA;;MONTERIA;25.450
LAB-2;GLICEMIA;;MOSQUERA;19.500
LAB-2;GLICEMIA;;NEIVA;15.700
LAB-2;GLICEMIA;;OCAÑA;22.400
LAB-2;GLICEMIA;;PASTO;15.700
LAB-2;GLICEMIA;;PEREIRA;16.600
LAB-2;GLICEMIA;;PITALITO;20.000
LAB-2;GLICEMIA;;PLANETA RICA;31.300
LAB-2;GLICEMIA;;POPAYAN;20.200
LAB-2;GLICEMIA;;PUERTO ASIS;26.100
LAB-2;GLICEMIA;;PUERTO BERRIO;26.300
LAB-2;GLICEMIA;;PUERTO CARREÑO;33.300
LAB-2;GLICEMIA;;PUERTO GAITAN;15.300
LAB-2;GLICEMIA;;PUERTO TEJADA;26.500
LAB-2;GLICEMIA;;QUIBDO;36.000
LAB-2;GLICEMIA;;RIOHACHA;25.200
LAB-2;GLICEMIA;;SAN GIL;18.700
LAB-2;GLICEMIA;;SAN JOSE DEL GUAVIARE;24.950
LAB-2;GLICEMIA;;SANTA MARTA;15.500
LAB-2;GLICEMIA;;SANTAFE DE ANTIOQUIA;27.900
LAB-2;GLICEMIA;;SEGOVIA;30.450
LAB-2;GLICEMIA;;SINCELEJO;24.900
LAB-2;GLICEMIA;;SOACHA;20.400
LAB-2;GLICEMIA;;SOGAMOSO;17.500
LAB-2;GLICEMIA;;SOLEDAD;9.800
LAB-2;GLICEMIA;;TOCANCIPA;20.700
LAB-2;GLICEMIA;;TULUA;15.600
LAB-2;GLICEMIA;;TUMACO;33.400
LAB-2;GLICEMIA;;TUNJA;17.900
LAB-2;GLICEMIA;;TURBO;19.950
LAB-2;GLICEMIA;;VALLEDUPAR;18.400
LAB-2;GLICEMIA;;VILLAVICENCIO;20.400
LAB-2;GLICEMIA;;YOPAL;19.100
LAB-20;TRIGLICERIDOS;;AGUACHICA;21.600
LAB-20;TRIGLICERIDOS;;ARMENIA;21.300
LAB-20;TRIGLICERIDOS;;BARRANCABERMEJA;15.800
LAB-20;TRIGLICERIDOS;;BARRANQUILLA II;15.996
LAB-20;TRIGLICERIDOS;;BUCARAMANGA 3;15.800
LAB-20;TRIGLICERIDOS;;BUENAVENTURA;40.300
LAB-20;TRIGLICERIDOS;;BUGA;16.000
LAB-20;TRIGLICERIDOS;;CARTAGENA;18.300
LAB-20;TRIGLICERIDOS;;CARTAGO;18.500
LAB-20;TRIGLICERIDOS;;CHIA;19.700
LAB-20;TRIGLICERIDOS;;CUCUTA;15.800
LAB-20;TRIGLICERIDOS;;DUITAMA;17.300
LAB-20;TRIGLICERIDOS;;FUNZA II;17.000
LAB-20;TRIGLICERIDOS;;IBAGUE;22.200
LAB-20;TRIGLICERIDOS;;MANIZALES 3;14.720
LAB-20;TRIGLICERIDOS;;MONTERIA;24.600
LAB-20;TRIGLICERIDOS;;MOSQUERA;22.700
LAB-20;TRIGLICERIDOS;;NEIVA;21.550
LAB-20;TRIGLICERIDOS;;PASTO;15.800
LAB-20;TRIGLICERIDOS;;PEREIRA;18.300
LAB-20;TRIGLICERIDOS;;PITALITO;20.000
LAB-20;TRIGLICERIDOS;;POPAYAN;18.600
LAB-20;TRIGLICERIDOS;;PUERTO BERRIO;37.300
LAB-20;TRIGLICERIDOS;;RIOHACHA;29.200
LAB-20;TRIGLICERIDOS;;SAN GIL;18.700
LAB-20;TRIGLICERIDOS;;SANTA MARTA;15.700
LAB-20;TRIGLICERIDOS;;SINCELEJO;24.900
LAB-20;TRIGLICERIDOS;;SOGAMOSO;26.500
LAB-20;TRIGLICERIDOS;;TULUA;16.050
LAB-20;TRIGLICERIDOS;;VALLEDUPAR;19.300
LAB-20;TRIGLICERIDOS;;VILLAVICENCIO;20.400
LAB-20;TRIGLICERIDOS;;YOPAL;27.800
LAB-21;COLESTEROL TOTAL;;AGUACHICA;21.600
LAB-21;COLESTEROL TOTAL;;ARAUCA;20.600
LAB-21;COLESTEROL TOTAL;;ARMENIA;19.300
LAB-21;COLESTEROL TOTAL;;BARRANCABERMEJA;14.400
LAB-21;COLESTEROL TOTAL;;BARRANQUILLA II;17.200
LAB-21;COLESTEROL TOTAL;;BUCARAMANGA 3;14.250
LAB-21;COLESTEROL TOTAL;;BUENAVENTURA;48.700
LAB-21;COLESTEROL TOTAL;;BUGA;16.000
LAB-21;COLESTEROL TOTAL;;CARTAGENA;16.000
LAB-21;COLESTEROL TOTAL;;CARTAGO;24.500
LAB-21;COLESTEROL TOTAL;;CAUCASIA;31.700
LAB-21;COLESTEROL TOTAL;;CHIA;16.200
LAB-21;COLESTEROL TOTAL;;CUCUTA;17.500
LAB-21;COLESTEROL TOTAL;;DUITAMA;33.300
LAB-21;COLESTEROL TOTAL;;FUNZA II;17.000
LAB-21;COLESTEROL TOTAL;;IBAGUE;20.400
LAB-21;COLESTEROL TOTAL;;MANIZALES 3;14.720
LAB-21;COLESTEROL TOTAL;;MONTERIA;24.600
LAB-21;COLESTEROL TOTAL;;MOSQUERA;21.200
LAB-21;COLESTEROL TOTAL;;NEIVA;17.600
LAB-21;COLESTEROL TOTAL;;PASTO;19.100
LAB-21;COLESTEROL TOTAL;;PEREIRA;19.900
LAB-21;COLESTEROL TOTAL;;PITALITO;20.000
LAB-21;COLESTEROL TOTAL;;POPAYAN;18.600
LAB-21;COLESTEROL TOTAL;;PUERTO BERRIO;37.700
LAB-21;COLESTEROL TOTAL;;PUERTO GAITAN;11.700
LAB-21;COLESTEROL TOTAL;;RIOHACHA;29.200
LAB-21;COLESTEROL TOTAL;;SAN GIL;18.700
LAB-21;COLESTEROL TOTAL;;SANTA MARTA;16.700
LAB-21;COLESTEROL TOTAL;;SEGOVIA;30.450
LAB-21;COLESTEROL TOTAL;;SINCELEJO;25.450
LAB-21;COLESTEROL TOTAL;;SOGAMOSO;29.200
LAB-21;COLESTEROL TOTAL;;TULUA;16.050
LAB-21;COLESTEROL TOTAL;;TUNJA;17.900
LAB-21;COLESTEROL TOTAL;;VALLEDUPAR;19.200
LAB-21;COLESTEROL TOTAL;;VILLAVICENCIO;20.400
LAB-21;COLESTEROL TOTAL;;YOPAL;32.100
LAB-22;PIE CUALITATIVA;;AGUACHICA;29.200
LAB-22;PIE CUALITATIVA;;APARTADO;18.700
LAB-22;PIE CUALITATIVA;;ARMENIA;27.200
LAB-22;PIE CUALITATIVA;;BARRANQUILLA II;18.700
LAB-22;PIE CUALITATIVA;;BUCARAMANGA 3;19.100
LAB-22;PIE CUALITATIVA;;BUENAVENTURA;35.400
LAB-22;PIE CUALITATIVA;;BUGA;32.000
LAB-22;PIE CUALITATIVA;;CAJICA;24.000
LAB-22;PIE CUALITATIVA;;CARTAGENA;19.400
LAB-22;PIE CUALITATIVA;;CAUCASIA;27.700
LAB-22;PIE CUALITATIVA;;CHIA;19.700
LAB-22;PIE CUALITATIVA;;CUCUTA;19.100
LAB-22;PIE CUALITATIVA;;DUITAMA;28.000
LAB-22;PIE CUALITATIVA;;GIRARDOT;21.300
LAB-22;PIE CUALITATIVA;;IBAGUE;24.100
LAB-22;PIE CUALITATIVA;;IPIALES I;21.500
LAB-22;PIE CUALITATIVA;;MANIZALES 3;20.816
LAB-22;PIE CUALITATIVA;;MONTELIBANO;27.700
LAB-22;PIE CUALITATIVA;;MONTERIA;24.000
LAB-22;PIE CUALITATIVA;;MOSQUERA;36.500
LAB-22;PIE CUALITATIVA;;NEIVA;30.900
LAB-22;PIE CUALITATIVA;;PASTO;59.500
LAB-22;PIE CUALITATIVA;;PEREIRA;71.200
LAB-22;PIE CUALITATIVA;;PITALITO;34.000
LAB-22;PIE CUALITATIVA;;POPAYAN;42.500
LAB-22;PIE CUALITATIVA;;PUERTO GAITAN;35.400
LAB-22;PIE CUALITATIVA;;RIOHACHA;31.300
LAB-22;PIE CUALITATIVA;;SANTA MARTA;33.800
LAB-22;PIE CUALITATIVA;;SOACHA;34.800
LAB-22;PIE CUALITATIVA;;VALLEDUPAR;17.600
LAB-22;PIE CUALITATIVA;;VILLAVICENCIO;31.200
LAB-22;PIE CUALITATIVA;;YOPAL;48.000
LAB-23;BILIRRUBINA TOTAL;;ACACIAS;29.000
LAB-23;BILIRRUBINA TOTAL;;ARMENIA;46.750
LAB-23;BILIRRUBINA TOTAL;;BARRANCABERMEJA;37.600
LAB-23;BILIRRUBINA TOTAL;;BARRANQUILLA II;32.300
LAB-23;BILIRRUBINA TOTAL;;BUCARAMANGA 3;25.050
LAB-23;BILIRRUBINA TOTAL;;BUGA;29.900
LAB-23;BILIRRUBINA TOTAL;;CARTAGENA;32.500
LAB-23;BILIRRUBINA TOTAL;;CHIA;20.800
LAB-23;BILIRRUBINA TOTAL;;CUCUTA;20.900
LAB-23;BILIRRUBINA TOTAL;;DUITAMA;30.800
LAB-23;BILIRRUBINA TOTAL;;ESPINAL;46.000
LAB-23;BILIRRUBINA TOTAL;;IBAGUE;32.150
LAB-23;BILIRRUBINA TOTAL;;MANIZALES 3;19.500
LAB-23;BILIRRUBINA TOTAL;;MONTERIA;30.550
LAB-23;BILIRRUBINA TOTAL;;MOSQUERA;35.100
LAB-23;BILIRRUBINA TOTAL;;NEIVA;16.800
LAB-23;BILIRRUBINA TOTAL;;PASTO;19.400
LAB-23;BILIRRUBINA TOTAL;;PEREIRA;42.300
LAB-23;BILIRRUBINA TOTAL;;POPAYAN;26.500
LAB-23;BILIRRUBINA TOTAL;;PUERTO ASIS;28.100
LAB-23;BILIRRUBINA TOTAL;;PUERTO GAITAN;35.300
LAB-23;BILIRRUBINA TOTAL;;QUIBDO;86.700
LAB-23;BILIRRUBINA TOTAL;;RIOHACHA;29.200
LAB-23;BILIRRUBINA TOTAL;;SINCELEJO;45.000
LAB-23;BILIRRUBINA TOTAL;;SOGAMOSO;31.500
LAB-23;BILIRRUBINA TOTAL;;VALLEDUPAR;22.700
LAB-23;BILIRRUBINA TOTAL;;VILLAVICENCIO;23.750
LAB-24;FOSFATASA ALKALINA;;ACACIAS;30.800
LAB-24;FOSFATASA ALKALINA;;ARMENIA;28.200
LAB-24;FOSFATASA ALKALINA;;BARRANCABERMEJA;15.800
LAB-24;FOSFATASA ALKALINA;;BARRANQUILLA II;18.500
LAB-24;FOSFATASA ALKALINA;;BUCARAMANGA 3;24.000
LAB-24;FOSFATASA ALKALINA;;BUGA;15.100
LAB-24;FOSFATASA ALKALINA;;CARTAGENA;16.900
LAB-24;FOSFATASA ALKALINA;;CHIA;32.300
LAB-24;FOSFATASA ALKALINA;;CUCUTA;22.800
LAB-24;FOSFATASA ALKALINA;;DUITAMA;16.600
LAB-24;FOSFATASA ALKALINA;;ESPINAL;30.450
LAB-24;FOSFATASA ALKALINA;;FLORENCIA;18.100
LAB-24;FOSFATASA ALKALINA;;IBAGUE;17.500
LAB-24;FOSFATASA ALKALINA;;MANIZALES 3;17.900
LAB-24;FOSFATASA ALKALINA;;MONTERIA;34.450
LAB-24;FOSFATASA ALKALINA;;MOSQUERA;19.500
LAB-24;FOSFATASA ALKALINA;;NEIVA;20.900
LAB-24;FOSFATASA ALKALINA;;PASTO;18.700
LAB-24;FOSFATASA ALKALINA;;PEREIRA;27.400
LAB-24;FOSFATASA ALKALINA;;POPAYAN;22.700
LAB-24;FOSFATASA ALKALINA;;PUERTO ASIS;32.300
LAB-24;FOSFATASA ALKALINA;;PUERTO GAITAN;19.500
LAB-24;FOSFATASA ALKALINA;;RIOHACHA;35.300
LAB-24;FOSFATASA ALKALINA;;SINCELEJO;27.350
LAB-24;FOSFATASA ALKALINA;;SOGAMOSO;25.200
LAB-24;FOSFATASA ALKALINA;;TULUA;17.950
LAB-24;FOSFATASA ALKALINA;;VALLEDUPAR;18.400
LAB-24;FOSFATASA ALKALINA;;VILLAVICENCIO;20.400
LAB-25;BILIRRUBINA DIRECTA;;ACACIAS;29.000
LAB-25;BILIRRUBINA DIRECTA;;ARMENIA;45.300
LAB-25;BILIRRUBINA DIRECTA;;BARRANCABERMEJA;24.600
LAB-25;BILIRRUBINA DIRECTA;;BARRANQUILLA II;26.800
LAB-25;BILIRRUBINA DIRECTA;;BUCARAMANGA 3;25.450
LAB-25;BILIRRUBINA DIRECTA;;BUGA;29.900
LAB-25;BILIRRUBINA DIRECTA;;CARTAGENA;32.500
LAB-25;BILIRRUBINA DIRECTA;;CHIA;21.400
LAB-25;BILIRRUBINA DIRECTA;;CUCUTA;20.400
LAB-25;BILIRRUBINA DIRECTA;;ESPINAL;46.000
LAB-25;BILIRRUBINA DIRECTA;;IBAGUE;32.150
LAB-25;BILIRRUBINA DIRECTA;;MANIZALES 3;19.500
LAB-25;BILIRRUBINA DIRECTA;;MONTERIA;26.700
LAB-25;BILIRRUBINA DIRECTA;;MOSQUERA;35.100
LAB-25;BILIRRUBINA DIRECTA;;NEIVA;16.800
LAB-25;BILIRRUBINA DIRECTA;;PASTO;16.800
LAB-25;BILIRRUBINA DIRECTA;;PEREIRA;42.300
LAB-25;BILIRRUBINA DIRECTA;;POPAYAN;26.500
LAB-25;BILIRRUBINA DIRECTA;;PUERTO ASIS;26.700
LAB-25;BILIRRUBINA DIRECTA;;PUERTO GAITAN;33.700
LAB-25;BILIRRUBINA DIRECTA;;RIOHACHA;29.200
LAB-25;BILIRRUBINA DIRECTA;;SINCELEJO;42.300
LAB-25;BILIRRUBINA DIRECTA;;SOGAMOSO;31.500
LAB-25;BILIRRUBINA DIRECTA;;VALLEDUPAR;22.700
LAB-26;PRUEBA DE ALCOHOL EN SANGRE;;ACACIAS;62.800
LAB-26;PRUEBA DE ALCOHOL EN SANGRE;;APARTADO;81.800
LAB-26;PRUEBA DE ALCOHOL EN SANGRE;;ARAUCA;66.700
LAB-26;PRUEBA DE ALCOHOL EN SANGRE;;ARMENIA;95.400
LAB-26;PRUEBA DE ALCOHOL EN SANGRE;;BARRANCABERMEJA;61.500
LAB-26;PRUEBA DE ALCOHOL EN SANGRE;;BARRANQUILLA II;81.500
LAB-26;PRUEBA DE ALCOHOL EN SANGRE;;BUCARAMANGA 3;70.700
LAB-26;PRUEBA DE ALCOHOL EN SANGRE;;BUENAVENTURA;76.700
LAB-26;PRUEBA DE ALCOHOL EN SANGRE;;BUGA;48.200
LAB-26;PRUEBA DE ALCOHOL EN SANGRE;;CARTAGENA;62.800
LAB-26;PRUEBA DE ALCOHOL EN SANGRE;;CUCUTA;123.200
LAB-26;PRUEBA DE ALCOHOL EN SANGRE;;DUITAMA;158.900
LAB-26;PRUEBA DE ALCOHOL EN SANGRE;;IBAGUE;68.900
LAB-26;PRUEBA DE ALCOHOL EN SANGRE;;MADRID II;50.700
LAB-26;PRUEBA DE ALCOHOL EN SANGRE;;MANIZALES 3;108.300
LAB-26;PRUEBA DE ALCOHOL EN SANGRE;;MONTELIBANO;137.100
LAB-26;PRUEBA DE ALCOHOL EN SANGRE;;MONTERIA;64.300
LAB-26;PRUEBA DE ALCOHOL EN SANGRE;;MOSQUERA;56.400
LAB-26;PRUEBA DE ALCOHOL EN SANGRE;;NEIVA;68.800
LAB-26;PRUEBA DE ALCOHOL EN SANGRE;;PASTO;88.000
LAB-26;PRUEBA DE ALCOHOL EN SANGRE;;PEREIRA;62.050
LAB-26;PRUEBA DE ALCOHOL EN SANGRE;;PITALITO;129.300
LAB-26;PRUEBA DE ALCOHOL EN SANGRE;;POPAYAN;57.500
LAB-26;PRUEBA DE ALCOHOL EN SANGRE;;PUERTO ASIS;148.400
LAB-26;PRUEBA DE ALCOHOL EN SANGRE;;QUIBDO;121.300
LAB-26;PRUEBA DE ALCOHOL EN SANGRE;;RIOHACHA;49.950
LAB-26;PRUEBA DE ALCOHOL EN SANGRE;;SANTA MARTA;53.600
LAB-26;PRUEBA DE ALCOHOL EN SANGRE;;SINCELEJO;50.200
LAB-26;PRUEBA DE ALCOHOL EN SANGRE;;SOACHA;58.300
LAB-26;PRUEBA DE ALCOHOL EN SANGRE;;SOGAMOSO;12.000
LAB-26;PRUEBA DE ALCOHOL EN SANGRE;;TULUA;81.000
LAB-26;PRUEBA DE ALCOHOL EN SANGRE;;VALLEDUPAR;66.700
LAB-26;PRUEBA DE ALCOHOL EN SANGRE;;VILLAVICENCIO;59.700
LAB-26;PRUEBA DE ALCOHOL EN SANGRE;;YOPAL;74.100
LAB-28;COLINESTERASA SERICA;;ACACIAS;32.500
LAB-28;COLINESTERASA SERICA;;ARMENIA;62.100
LAB-28;COLINESTERASA SERICA;;BARRANCABERMEJA;37.000
LAB-28;COLINESTERASA SERICA;;BARRANQUILLA II;37.400
LAB-28;COLINESTERASA SERICA;;BUCARAMANGA 3;44.000
LAB-28;COLINESTERASA SERICA;;BUGA;33.500
LAB-28;COLINESTERASA SERICA;;CARTAGENA;57.300
LAB-28;COLINESTERASA SERICA;;CAUCASIA;61.200
LAB-28;COLINESTERASA SERICA;;CHIA;16.200
LAB-28;COLINESTERASA SERICA;;IBAGUE;34.150
LAB-28;COLINESTERASA SERICA;;MADRID II;17.300
LAB-28;COLINESTERASA SERICA;;MOSQUERA;36.500
LAB-28;COLINESTERASA SERICA;;NEIVA;45.400
LAB-28;COLINESTERASA SERICA;;PASTO;32.650
LAB-28;COLINESTERASA SERICA;;PEREIRA;37.400
LAB-28;COLINESTERASA SERICA;;POPAYAN;47.900
LAB-28;COLINESTERASA SERICA;;PUERTO BERRIO;88.900
LAB-28;COLINESTERASA SERICA;;PUERTO GAITAN;40.200
LAB-28;COLINESTERASA SERICA;;PUERTO TEJADA;32.100
LAB-28;COLINESTERASA SERICA;;SANTA MARTA;38.900
LAB-28;COLINESTERASA SERICA;;SOGAMOSO;66.100
LAB-28;COLINESTERASA SERICA;;TULUA;37.600
LAB-28;COLINESTERASA SERICA;;VILLAVICENCIO;51.650
LAB-28;COLINESTERASA SERICA;;YOPAL;60.100
LAB-29;NITROGENO UREICO EN SANGRE (BUN);;ACACIAS;20.100
LAB-29;NITROGENO UREICO EN SANGRE (BUN);;AGUACHICA;18.800
LAB-29;NITROGENO UREICO EN SANGRE (BUN);;APARTADO;33.400
LAB-29;NITROGENO UREICO EN SANGRE (BUN);;ARAUCA;19.300
LAB-29;NITROGENO UREICO EN SANGRE (BUN);;ARMENIA;17.100
LAB-29;NITROGENO UREICO EN SANGRE (BUN);;BARRANCABERMEJA;15.800
LAB-29;NITROGENO UREICO EN SANGRE (BUN);;BARRANQUILLA II;15.400
LAB-29;NITROGENO UREICO EN SANGRE (BUN);;BUCARAMANGA 3;24.000
LAB-29;NITROGENO UREICO EN SANGRE (BUN);;BUENAVENTURA;35.300
LAB-29;NITROGENO UREICO EN SANGRE (BUN);;BUGA;16.700
LAB-29;NITROGENO UREICO EN SANGRE (BUN);;CAJICA;18.100
LAB-29;NITROGENO UREICO EN SANGRE (BUN);;CARTAGENA;18.800
LAB-29;NITROGENO UREICO EN SANGRE (BUN);;CHIA;19.700
LAB-29;NITROGENO UREICO EN SANGRE (BUN);;CUCUTA;33.700
LAB-29;NITROGENO UREICO EN SANGRE (BUN);;DUITAMA;18.000
LAB-29;NITROGENO UREICO EN SANGRE (BUN);;ESPINAL;25.000
LAB-29;NITROGENO UREICO EN SANGRE (BUN);;FLORENCIA;18.100
LAB-29;NITROGENO UREICO EN SANGRE (BUN);;FUNZA II;16.700
LAB-29;NITROGENO UREICO EN SANGRE (BUN);;IBAGUE;14.100
LAB-29;NITROGENO UREICO EN SANGRE (BUN);;MANIZALES 3;18.000
LAB-29;NITROGENO UREICO EN SANGRE (BUN);;MONTERIA;21.900
LAB-29;NITROGENO UREICO EN SANGRE (BUN);;MOSQUERA;20.000
LAB-29;NITROGENO UREICO EN SANGRE (BUN);;NEIVA;18.100
LAB-29;NITROGENO UREICO EN SANGRE (BUN);;PASTO;16.100
LAB-29;NITROGENO UREICO EN SANGRE (BUN);;PEREIRA;19.400
LAB-29;NITROGENO UREICO EN SANGRE (BUN);;POPAYAN;22.700
LAB-29;NITROGENO UREICO EN SANGRE (BUN);;PUERTO ASIS;24.000
LAB-29;NITROGENO UREICO EN SANGRE (BUN);;PUERTO BERRIO;21.300
LAB-29;NITROGENO UREICO EN SANGRE (BUN);;PUERTO GAITAN;15.300
LAB-29;NITROGENO UREICO EN SANGRE (BUN);;RIOHACHA;25.200
LAB-29;NITROGENO UREICO EN SANGRE (BUN);;SAN ANDRES- ISLA;24.900
LAB-29;NITROGENO UREICO EN SANGRE (BUN);;SANTA MARTA;16.000
LAB-29;NITROGENO UREICO EN SANGRE (BUN);;SINCELEJO;23.800
LAB-29;NITROGENO UREICO EN SANGRE (BUN);;SOACHA;20.400
LAB-29;NITROGENO UREICO EN SANGRE (BUN);;SOGAMOSO;21.100
LAB-29;NITROGENO UREICO EN SANGRE (BUN);;SOLEDAD;14.300
LAB-29;NITROGENO UREICO EN SANGRE (BUN);;TULUA;17.900
LAB-29;NITROGENO UREICO EN SANGRE (BUN);;TUMACO;31.900
LAB-29;NITROGENO UREICO EN SANGRE (BUN);;TUNJA;20.300
LAB-29;NITROGENO UREICO EN SANGRE (BUN);;VALLEDUPAR;17.600
LAB-29;NITROGENO UREICO EN SANGRE (BUN);;VILLAVICENCIO;20.500
LAB-29;NITROGENO UREICO EN SANGRE (BUN);;YOPAL;25.000
LAB-3;FROTIS DE UÑA;;ACACIAS;17.900
LAB-3;FROTIS DE UÑA;;AGUACHICA;24.000
LAB-3;FROTIS DE UÑA;;APARTADO;20.900
LAB-3;FROTIS DE UÑA;;ARAUCA;22.600
LAB-3;FROTIS DE UÑA;;ARMENIA;24.000
LAB-3;FROTIS DE UÑA;;BARBOSA SANTANDER;18.050
LAB-3;FROTIS DE UÑA;;BARRANCABERMEJA;12.700
LAB-3;FROTIS DE UÑA;;BARRANQUILLA II;14.496
LAB-3;FROTIS DE UÑA;;BUCARAMANGA 3;12.200
LAB-3;FROTIS DE UÑA;;BUENAVENTURA;33.900
LAB-3;FROTIS DE UÑA;;BUGA;16.000
LAB-3;FROTIS DE UÑA;;CAJICA;16.700
LAB-3;FROTIS DE UÑA;;CARTAGENA;14.500
LAB-3;FROTIS DE UÑA;;CARTAGO;20.250
LAB-3;FROTIS DE UÑA;;CAUCASIA;28.100
LAB-3;FROTIS DE UÑA;;CHIA;17.900
LAB-3;FROTIS DE UÑA;;CUCUTA;14.900
LAB-3;FROTIS DE UÑA;;DUITAMA;16.000
LAB-3;FROTIS DE UÑA;;ESPINAL;20.800
LAB-3;FROTIS DE UÑA;;FLORENCIA;16.500
LAB-3;FROTIS DE UÑA;;FUNZA II;18.450
LAB-3;FROTIS DE UÑA;;GIRARDOT;17.100
LAB-3;FROTIS DE UÑA;;IBAGUE;14.900
LAB-3;FROTIS DE UÑA;;IPIALES I;20.800
LAB-3;FROTIS DE UÑA;;LETICIA;21.200
LAB-3;FROTIS DE UÑA;;LORICA;22.200
LAB-3;FROTIS DE UÑA;;MADRID II;18.450
LAB-3;FROTIS DE UÑA;;MANIZALES 3;14.720
LAB-3;FROTIS DE UÑA;;MONTELIBANO;28.100
LAB-3;FROTIS DE UÑA;;MONTERIA;24.600
LAB-3;FROTIS DE UÑA;;MOSQUERA;19.500
LAB-3;FROTIS DE UÑA;;NEIVA;16.650
LAB-3;FROTIS DE UÑA;;OCAÑA;22.400
LAB-3;FROTIS DE UÑA;;PASTO;14.250
LAB-3;FROTIS DE UÑA;;PEREIRA;14.900
LAB-3;FROTIS DE UÑA;;PITALITO;20.000
LAB-3;FROTIS DE UÑA;;POPAYAN;18.300
